,time,file,y,color,planet,last_value
244,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass3_cecc6_cvisc4,[0.99999969 0.99999964 0.99999959 ... 0.07141887 0.07141784 0.07141682],orange,c,0.07141682137407837
245,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass3_cecc6_cvisc5,[0.99999977 0.99999974 0.99999972 ... 0.08895755 0.08895629 0.08895503],orange,c,0.08895503118039622
246,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass3_cecc6_cvisc6,[0.99999983 0.99999982 0.9999998  ... 0.11047159 0.11047004 0.1104685 ],orange,c,0.11046850185786546
247,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass3_cecc6_cvisc7,[0.99999988 0.99999987 0.99999986 ... 0.13665939 0.13665751 0.13665564],orange,c,0.1366556381804666
248,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass3_cecc7_cvisc0,[0.999999   0.99999869 0.99999836 ... 0.02984947 0.02984903 0.02984858],orange,c,0.029848584955243274
249,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass3_cecc7_cvisc1,[0.99999926 0.99999907 0.99999888 ... 0.03743339 0.03743284 0.03743229],orange,c,0.03743228648890885
250,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass3_cecc7_cvisc2,[0.99999946 0.99999935 0.99999923 ... 0.04690418 0.0469035  0.04690281],orange,c,0.04690281274831494
251,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass3_cecc7_cvisc3,[0.99999961 0.99999954 0.99999947 ... 0.05869958 0.05869873 0.05869788],orange,c,0.05869788207256162
252,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass3_cecc7_cvisc4,[0.99999971 0.99999967 0.99999963 ... 0.07333486 0.07333381 0.07333276],orange,c,0.07333275653607274
253,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass3_cecc7_cvisc5,[0.99999979 0.99999977 0.99999974 ... 0.09140366 0.09140236 0.09140107],orange,c,0.09140106977556704
254,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass3_cecc7_cvisc6,[0.99999985 0.99999983 0.99999982 ... 0.11357057 0.11356898 0.1135674 ],orange,c,0.11356739648724713
255,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass3_cecc7_cvisc7,[0.99999989 0.99999988 0.99999987 ... 0.14055321 0.14055129 0.14054936],orange,c,0.14054936402661145
256,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc0_cvisc0,[1. 1. 1. ... 1. 1. 1.],orange,c,1.0
257,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc0_cvisc1,[1. 1. 1. ... 1. 1. 1.],orange,c,1.0
258,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc0_cvisc2,[1. 1. 1. ... 1. 1. 1.],orange,c,1.0
259,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc0_cvisc3,[1. 1. 1. ... 1. 1. 1.],orange,c,1.0
260,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc0_cvisc4,[1. 1. 1. ... 1. 1. 1.],orange,c,1.0
261,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc0_cvisc5,[1. 1. 1. ... 1. 1. 1.],orange,c,1.0
262,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc0_cvisc6,[1. 1. 1. ... 1. 1. 1.],orange,c,1.0
263,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc0_cvisc7,[1. 1. 1. ... 1. 1. 1.],orange,c,1.0
264,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc1_cvisc0,[0.99999996 0.99999995 0.99999994 ... 0.11142139 0.11142036 0.11141933],orange,c,0.1114193319349062
265,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc1_cvisc1,[0.99999997 0.99999997 0.99999996 ... 0.13254048 0.13253907 0.13253766],orange,c,0.1325376639022536
266,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc1_cvisc2,[0.99999998 0.99999998 0.99999997 ... 0.16088662 0.1608848  0.16088298],orange,c,0.16088298404037693
267,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc1_cvisc3,[0.99999999 0.99999998 0.99999998 ... 0.19743465 0.19743237 0.19743008],orange,c,0.1974300801666466
268,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc1_cvisc4,[0.99999999 0.99999999 0.99999999 ... 0.24331803 0.24331522 0.24331241],orange,c,0.2433124129432795
269,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc1_cvisc5,[0.99999999 0.99999999 0.99999999 ... 0.29945052 0.29944715 0.29944378],orange,c,0.29944377857301147
270,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc1_cvisc6,[0.99999999 0.99999999 0.99999999 ... 0.36609247 0.36608854 0.3660846 ],orange,c,0.36608460238132035
271,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc1_cvisc7,[1.         1.         1.         ... 0.4424174  0.44241295 0.44240851],orange,c,0.44240850861900344
272,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc2_cvisc0,[0.99999986 0.99999982 0.99999977 ... 0.05923007 0.0592293  0.05922852],orange,c,0.05922851583966043
273,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc2_cvisc1,[0.9999999  0.99999987 0.99999984 ... 0.07341783 0.07341685 0.07341587],orange,c,0.07341586703314498
274,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc2_cvisc2,[0.99999992 0.99999991 0.99999989 ... 0.09138096 0.09137973 0.0913785 ],orange,c,0.09137850481813829
275,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc2_cvisc3,[0.99999994 0.99999993 0.99999993 ... 0.11400314 0.11400162 0.11400009],orange,c,0.11400008984445206
276,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc2_cvisc4,[0.99999996 0.99999995 0.99999995 ... 0.14230443 0.14230254 0.14230066],orange,c,0.14230065614636028
277,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc2_cvisc5,[0.99999997 0.99999997 0.99999996 ... 0.17739687 0.17739457 0.17739226],orange,c,0.1773922630288151
278,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc2_cvisc6,[0.99999998 0.99999998 0.99999997 ... 0.22037943 0.22037664 0.22037385],orange,c,0.2203738543434359
279,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc2_cvisc7,[0.99999998 0.99999998 0.99999998 ... 0.27215012 0.27214681 0.2721435 ],orange,c,0.27214349958563055
280,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc3_cvisc0,[0.99999968 0.99999958 0.99999948 ... 0.04428369 0.04428307 0.04428245],orange,c,0.044282454376129925
281,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc3_cvisc1,[0.99999977 0.99999971 0.99999965 ... 0.05515306 0.05515229 0.05515152],orange,c,0.0551515159593321
282,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc3_cvisc2,[0.99999983 0.99999979 0.99999976 ... 0.0688049  0.06880394 0.06880298],orange,c,0.06880298391460145
283,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc3_cvisc3,[0.99999988 0.99999985 0.99999983 ... 0.08589381 0.08589261 0.08589142],orange,c,0.08589141946057396
284,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc3_cvisc4,[0.99999991 0.9999999  0.99999988 ... 0.10718683 0.10718536 0.10718388],orange,c,0.10718388175969895
285,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc3_cvisc5,[0.99999993 0.99999993 0.99999992 ... 0.13355639 0.13355458 0.13355277],orange,c,0.13355277054305353
286,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc3_cvisc6,[0.99999995 0.99999995 0.99999994 ... 0.16595017 0.16594797 0.16594576],orange,c,0.1659457608614539
287,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc3_cvisc7,[0.99999996 0.99999996 0.99999996 ... 0.20532582 0.20532316 0.20532051],orange,c,0.20532050821684716
288,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc4_cvisc0,[0.99999943 0.99999926 0.99999908 ... 0.0366729  0.03667238 0.03667186],orange,c,0.036671856614444276
289,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc4_cvisc1,[0.99999959 0.99999948 0.99999937 ... 0.04572244 0.04572179 0.04572114],orange,c,0.04572113996905941
290,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc4_cvisc2,[0.9999997  0.99999963 0.99999957 ... 0.05704929 0.05704848 0.05704767],orange,c,0.057047667052876984
291,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc4_cvisc3,[0.99999978 0.99999974 0.9999997  ... 0.07118482 0.07118382 0.07118281],orange,c,0.07118281399695113
292,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc4_cvisc4,[0.99999984 0.99999981 0.99999979 ... 0.08875343 0.08875219 0.08875095],orange,c,0.08875094912241852
293,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc4_cvisc5,[0.99999988 0.99999987 0.99999985 ... 0.11047154 0.11047001 0.11046848],orange,c,0.1104684808515838
294,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc4_cvisc6,[0.99999991 0.99999991 0.9999999  ... 0.13713419 0.13713232 0.13713045],orange,c,0.13713045261083884
295,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc4_cvisc7,[0.99999994 0.99999993 0.99999993 ... 0.16958439 0.16958213 0.16957987],orange,c,0.16957986799597405
296,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc5_cvisc0,[0.99999912 0.99999884 0.99999856 ... 0.03189478 0.03189432 0.03189386],orange,c,0.03189386460892814
297,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc5_cvisc1,[0.99999935 0.99999919 0.99999902 ... 0.03977418 0.03977361 0.03977304],orange,c,0.03977304166171206
298,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc5_cvisc2,[0.99999953 0.99999943 0.99999932 ... 0.04961722 0.04961651 0.0496158 ],orange,c,0.04961579593439175
299,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc5_cvisc3,[0.99999965 0.99999959 0.99999953 ... 0.06187958 0.0618787  0.06187782],orange,c,0.06187781700911826
300,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc5_cvisc4,[0.99999975 0.99999971 0.99999967 ... 0.07709748 0.07709639 0.0770953 ],orange,c,0.07709530294088213
301,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc5_cvisc5,[0.99999982 0.99999979 0.99999977 ... 0.09588831 0.09588696 0.09588562],orange,c,0.09588562249611972
302,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc5_cvisc6,[0.99999987 0.99999985 0.99999984 ... 0.11894232 0.11894067 0.11893903],orange,c,0.11893903190200145
303,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc5_cvisc7,[0.9999999  0.99999989 0.99999989 ... 0.14700297 0.14700097 0.14699898],orange,c,0.14699898170208517
304,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc6_cvisc0,[0.9999989  0.99999856 0.9999982  ... 0.02923729 0.02923686 0.02923643],orange,c,0.02923642645143389
305,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc6_cvisc1,[0.99999919 0.99999898 0.99999877 ... 0.03660775 0.03660721 0.03660668],orange,c,0.03660667568060162
306,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc6_cvisc2,[0.99999941 0.99999928 0.99999916 ... 0.0458081  0.04580744 0.04580677],orange,c,0.045806768789535005
307,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc6_cvisc3,[0.99999957 0.99999949 0.99999942 ... 0.05726254 0.05726171 0.05726088],orange,c,0.05726088117500725
308,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc6_cvisc4,[0.99999969 0.99999964 0.99999959 ... 0.07147053 0.07146951 0.07146849],orange,c,0.07146848787944185
309,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc6_cvisc5,[0.99999977 0.99999974 0.99999972 ... 0.08900796 0.0890067  0.08900544],orange,c,0.08900543995779722
310,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc6_cvisc6,[0.99999983 0.99999982 0.9999998  ... 0.11052025 0.11051871 0.11051717],orange,c,0.1105171662817006
311,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc6_cvisc7,[0.99999988 0.99999987 0.99999986 ... 0.13670577 0.13670389 0.13670202],orange,c,0.13670201878942476
312,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc7_cvisc0,[0.999999   0.99999869 0.99999836 ... 0.02992928 0.02992883 0.02992839],orange,c,0.02992839290797161
313,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc7_cvisc1,[0.99999926 0.99999907 0.99999888 ... 0.03751344 0.03751289 0.03751234],orange,c,0.03751233557463884
314,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc7_cvisc2,[0.99999946 0.99999935 0.99999923 ... 0.04698404 0.04698335 0.04698267],orange,c,0.04698266534345695
315,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc7_cvisc3,[0.99999961 0.99999954 0.99999947 ... 0.05877876 0.05877791 0.05877706],orange,c,0.05877706219908654
316,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc7_cvisc4,[0.99999971 0.99999967 0.99999963 ... 0.0734128  0.07341175 0.0734107 ],orange,c,0.0734106969792011
317,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc7_cvisc5,[0.99999979 0.99999977 0.99999974 ... 0.0914797  0.0914784  0.09147711],orange,c,0.09147710589282998
318,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc7_cvisc6,[0.99999985 0.99999983 0.99999982 ... 0.11364394 0.11364235 0.11364077],orange,c,0.11364076875242257
319,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass4_cecc7_cvisc7,[0.99999989 0.99999988 0.99999987 ... 0.14062308 0.14062116 0.14061923],orange,c,0.1406192334535648
320,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc0_cvisc0,[1. 1. 1. ... 1. 1. 1.],orange,c,1.0
321,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc0_cvisc1,[1. 1. 1. ... 1. 1. 1.],orange,c,1.0
322,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc0_cvisc2,[1. 1. 1. ... 1. 1. 1.],orange,c,1.0
323,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc0_cvisc3,[1. 1. 1. ... 1. 1. 1.],orange,c,1.0
324,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc0_cvisc4,[1. 1. 1. ... 1. 1. 1.],orange,c,1.0
325,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc0_cvisc5,[1. 1. 1. ... 1. 1. 1.],orange,c,1.0
326,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc0_cvisc6,[1. 1. 1. ... 1. 1. 1.],orange,c,1.0
327,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc0_cvisc7,[1. 1. 1. ... 1. 1. 1.],orange,c,1.0
328,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc1_cvisc0,[0.99999996 0.99999995 0.99999994 ... 0.10609128 0.10609017 0.10608907],orange,c,0.10608906875162175
329,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc1_cvisc1,[0.99999997 0.99999997 0.99999996 ... 0.12825744 0.12825599 0.12825454],orange,c,0.1282545395937165
330,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc1_cvisc2,[0.99999998 0.99999998 0.99999997 ... 0.15730038 0.15729853 0.15729668],orange,c,0.15729668052772064
331,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc1_cvisc3,[0.99999999 0.99999998 0.99999998 ... 0.19438728 0.19438497 0.19438266],orange,c,0.19438265776649408
332,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc1_cvisc4,[0.99999999 0.99999999 0.99999999 ... 0.24074135 0.24073852 0.24073568],orange,c,0.24073568483453994
333,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc1_cvisc5,[0.99999999 0.99999999 0.99999999 ... 0.29731834 0.29731494 0.29731155],orange,c,0.2973115491519339
334,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc1_cvisc6,[0.99999999 0.99999999 0.99999999 ... 0.36439163 0.36438768 0.36438372],orange,c,0.36438372159772886
335,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc1_cvisc7,[1.         1.         1.         ... 0.44112776 0.4411233  0.44111883],orange,c,0.4411188252835071
336,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc2_cvisc0,[0.99999986 0.99999982 0.99999977 ... 0.05839822 0.05839744 0.05839665],orange,c,0.05839665326066271
337,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc2_cvisc1,[0.9999999  0.99999987 0.99999984 ... 0.07264079 0.0726398  0.07263882],orange,c,0.07263881957491229
338,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc2_cvisc2,[0.99999992 0.99999991 0.99999989 ... 0.0906499  0.09064867 0.09064744],orange,c,0.09064744277835232
339,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc2_cvisc3,[0.99999994 0.99999993 0.99999993 ... 0.11331498 0.11331345 0.11331192],orange,c,0.11331192236262871
340,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc2_cvisc4,[0.99999996 0.99999995 0.99999995 ... 0.14166058 0.14165869 0.1416568 ],orange,c,0.14165680135975275
341,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc2_cvisc5,[0.99999997 0.99999997 0.99999996 ... 0.17680243 0.17680013 0.17679782],orange,c,0.17679781724486165
342,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc2_cvisc6,[0.99999998 0.99999998 0.99999997 ... 0.21984226 0.21983947 0.21983668],orange,c,0.21983667967150178
343,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc2_cvisc7,[0.99999998 0.99999998 0.99999998 ... 0.27167936 0.27167604 0.27167273],orange,c,0.2716727281855747
344,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc3_cvisc0,[0.99999968 0.99999958 0.99999948 ... 0.04397698 0.04397636 0.04397575],orange,c,0.043975746284412115
345,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc3_cvisc1,[0.99999977 0.99999971 0.99999965 ... 0.05485786 0.05485709 0.05485632],orange,c,0.054856321170706615
346,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc3_cvisc2,[0.99999983 0.99999979 0.99999976 ... 0.06852017 0.06851921 0.06851825],orange,c,0.0685182530117782
347,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc3_cvisc3,[0.99999988 0.99999985 0.99999983 ... 0.08561953 0.08561833 0.08561714],orange,c,0.0856171402798614
348,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc3_cvisc4,[0.99999991 0.9999999  0.99999988 ... 0.10692392 0.10692245 0.10692097],orange,c,0.10692097228301282
349,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc3_cvisc5,[0.99999993 0.99999993 0.99999992 ... 0.13330663 0.13330482 0.133303  ],orange,c,0.13330300324755934
350,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc3_cvisc6,[0.99999995 0.99999995 0.99999994 ... 0.1657161  0.1657139  0.16571169],orange,c,0.16571168808212514
351,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc3_cvisc7,[0.99999996 0.99999996 0.99999996 ... 0.20511065 0.20510799 0.20510533],orange,c,0.20510533295537955
352,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc4_cvisc0,[0.99999943 0.99999926 0.99999908 ... 0.03652358 0.03652306 0.03652254],orange,c,0.03652253676692181
353,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc4_cvisc1,[0.99999959 0.99999948 0.99999937 ... 0.04557713 0.04557648 0.04557583],orange,c,0.04557582548577775
354,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc4_cvisc2,[0.9999997  0.99999963 0.99999957 ... 0.0569078  0.05690699 0.05690618],orange,c,0.05690617837604647
355,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc4_cvisc3,[0.99999978 0.99999974 0.9999997  ... 0.07104733 0.07104632 0.07104532],orange,c,0.07104531890657088
356,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc4_cvisc4,[0.99999984 0.99999981 0.99999979 ... 0.08862043 0.08861919 0.08861794],orange,c,0.08861794364935498
357,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc4_cvisc5,[0.99999988 0.99999987 0.99999985 ... 0.11034382 0.1103423  0.11034077],orange,c,0.11034076766163109
358,[0.0000e+00 1.0000e-04 2.0000e-04 ... 7.1998e+00 7.1999e+00 7.2000e+00],cmass5_cecc4_cvisc6,[0.99999991 0.99999991 0.9999999  ... 0.13701285 0.13701098 0.13700911],orange,c,0.13700911372199284
